0.	13.33	40000000.0104638
0.	13.4988157328528	42642505.8990537
0.	13.6668393076804	45108977.6748845
0.	13.8312765870739	47376153.5108665
0.	14.0003032544869	49566197.3502278
0.	14.1690988811442	51621236.6716529
0.	14.3340933183744	53511421.6983742
0.	14.5034692434111	55338308.2291222
0.	14.6708011154412	57037951.5062608
0.	14.8373724479276	58633062.9730369
0.	15.0067824462739	60162931.8596346
0.	15.1734299189889	61582940.8484869
0.	15.340419524494	62926936.3372112
0.	15.5083536985296	64204014.6083487
0.	15.6770359613307	65416395.2936845
0.	15.842671963404	66542602.1345061
0.	16.0104799014889	67622712.3796541
0.	16.1782028564	68644868.8712702
0.	16.3462068733799	69614762.2584854
0.	16.5133843878678	70529543.8015438
0.	16.6803653934302	71396157.7978723
0.	16.8497141326864	72229880.6270901
0.	17.0171201901995	73011987.4818766
0.	17.1860611521347	73761392.2023839
0.	17.3508807602854	74456162.1462502
0.	17.5189043837136	75129616.2249782
0.	17.6867585053477	75769293.3321174
0.	17.8543314455905	76376780.681375
0.	18.0227108025754	76957644.0710881
0.	18.1907732504312	77509534.5897263
0.	18.3565596154206	78028171.988167
0.	18.525114102808	78530662.8339384
0.	18.6925905596573	79006515.4632678
0.	18.8603235866035	79460961.7396072
0.	19.0295074397729	79898105.1699256
0.	19.1947723062874	80305626.6165503
0.	19.363493177998	80702843.4527473
0.	19.5306333461839	81078562.3224645
0.	19.6985411056789	81439118.6772716
0.	19.8664006400683	81783524.0794653
0.	20.	82046718.1625
